transaction_id,reconciliation_status,matched_payout_id,reconciliation_date,last_reviewed,notes
TXN0034938,Pending Reconciliation,,,2023-11-18,Missing supporting documents
TXN0034939,Reconciled,PO0097421,2023-12-11,2023-02-22,
TXN0034940,Reconciled,PO0042135,2023-03-09,,
TXN0034941,Reconciled,PO0049033,2025-04-11,2023-02-12,
TXN0034942,Reconciled,PO0072123,2024-04-05,2024-09-01,
TXN0034943,Reconciled,PO0060343,2024-05-30,,
TXN0034944,Unreconciled,,,,Awaiting vendor documentation
TXN0034945,Reconciled,PO0045942,2024-12-27,,
TXN0034946,Reconciled,,2024-07-16,,
TXN0034947,Reconciled,PO0022330,2025-09-26,2024-01-10,
TXN0034948,Partially Reconciled,PO0087373,2025-07-29,,
TXN0034949,Reconciled,,2024-02-04,,
TXN0034950,Reconciled,,2025-07-12,,
TXN0034951,Unreconciled,,,2024-12-28,Amount mismatch
TXN0034952,Reconciled,PO0014719,2023-02-05,,
TXN0034953,Pending Reconciliation,,,2023-12-27,Pending bank confirmation
TXN0034954,Pending Reconciliation,,,,Amount mismatch
TXN0034955,Reconciled,PO0087751,2024-11-21,,
TXN0034956,Reconciled,,2023-10-03,,
TXN0034957,Unreconciled,,,2025-01-27,Amount mismatch
TXN0034958,Unreconciled,,,2023-04-04,Amount mismatch
TXN0034959,Pending Reconciliation,,,,Pending bank confirmation
TXN0034960,Reconciled,PO0092592,2023-03-10,2024-04-03,
TXN0034961,Reconciled,PO0063693,2024-03-04,2023-08-03,
TXN0034962,Unreconciled,,,,Pending bank confirmation
TXN0034963,Reconciled,PO0099937,2025-03-27,,
TXN0034964,Reconciled,PO0033349,2025-07-06,2025-01-08,
TXN0034965,Pending Reconciliation,,,,Pending bank confirmation
TXN0034966,Reconciled,PO0089089,2025-04-09,2023-12-03,
TXN0034967,Reconciled,,2025-02-02,2024-07-10,
TXN0034968,Pending Reconciliation,,,2023-06-06,Missing supporting documents
TXN0034969,Reconciled,PO0094690,2025-05-22,,
TXN0034970,Reconciled,,2025-08-12,,
TXN0034971,Reconciled,PO0014292,2023-01-07,,
TXN0034972,Reconciled,,2023-06-22,,
TXN0034973,Unreconciled,,,,Awaiting vendor documentation
TXN0034974,Reconciled,PO0040760,2025-06-30,,
TXN0034975,Reconciled,PO0039164,2025-01-26,2024-04-19,
TXN0034976,Reconciled,,2024-05-21,2023-11-21,
TXN0034977,Pending Reconciliation,,,2024-07-10,Pending bank confirmation
TXN0034978,Partially Reconciled,,2023-05-25,2025-05-28,
TXN0034979,Reconciled,,2024-12-26,,
TXN0034980,Reconciled,PO0014473,2023-06-17,2024-08-18,
TXN0034981,Reconciled,PO0058421,2025-12-01,,
TXN0034982,Pending Reconciliation,,,2023-02-25,
TXN0034983,Reconciled,PO0070118,2025-12-25,2023-09-11,
TXN0034984,Partially Reconciled,PO0049248,2025-09-20,,
TXN0034985,Reconciled,PO0012334,2023-10-01,2024-05-20,
TXN0034986,Reconciled,PO0071638,2023-12-14,,
TXN0034987,Reconciled,PO0063826,2025-04-09,2023-03-23,
TXN0034988,Reconciled,PO0046429,2023-03-23,2024-07-18,
TXN0034989,Partially Reconciled,PO0096554,2025-08-01,,
TXN0034990,Pending Reconciliation,,,,Missing supporting documents
TXN0034991,Partially Reconciled,PO0080601,2023-05-13,,
TXN0034992,Reconciled,PO0051678,2025-09-13,2024-05-18,
TXN0034993,Unreconciled,,,2023-01-03,Pending bank confirmation
TXN0034994,Reconciled,,2023-05-06,2023-05-10,
TXN0034995,Reconciled,,2024-01-12,2023-08-26,
TXN0034996,Reconciled,PO0089572,2023-03-10,2025-07-23,
TXN0034997,Reconciled,PO0020273,2024-12-07,,
TXN0034998,Pending Reconciliation,,,,
TXN0034999,Unreconciled,,,,Missing supporting documents
TXN0035000,Partially Reconciled,PO0090572,2024-01-02,,
TXN0035001,Reconciled,,2025-10-22,2025-08-01,
TXN0035002,Reconciled,PO0036677,2025-07-24,,
TXN0035003,Unreconciled,,,2024-05-01,Awaiting vendor documentation
TXN0035004,Reconciled,PO0062127,2024-10-09,2025-08-28,
TXN0035005,Unreconciled,,,2024-04-13,Amount mismatch
TXN0035006,Pending Reconciliation,,,,Amount mismatch
TXN0035007,Unreconciled,,,2025-04-24,Amount mismatch
TXN0035008,Unreconciled,,,2023-12-24,Awaiting vendor documentation
TXN0035009,Pending Reconciliation,,,2024-01-06,Amount mismatch
TXN0035010,Reconciled,,2024-02-24,2025-04-24,
TXN0035011,Reconciled,,2025-09-20,2024-09-15,
TXN0035012,Unreconciled,,,2024-04-15,Amount mismatch
TXN0035013,Reconciled,,2024-08-09,,
TXN0035014,Reconciled,PO0096796,2023-11-24,,
TXN0035015,Pending Reconciliation,,,2025-02-18,Missing supporting documents
TXN0035016,Reconciled,PO0084936,2023-10-04,2025-08-20,
TXN0035017,Reconciled,PO0004427,2025-05-02,,
TXN0035018,Reconciled,PO0092633,2025-12-13,2024-05-25,
TXN0035019,Reconciled,PO0030582,2025-06-15,2024-02-13,
TXN0035020,Partially Reconciled,,2024-04-15,,
TXN0035021,Unreconciled,,,,Awaiting vendor documentation
TXN0035022,Reconciled,PO0091338,2023-04-04,2024-01-23,
TXN0035023,Unreconciled,,,2024-08-17,Amount mismatch
TXN0035024,Reconciled,,2024-02-25,2025-03-01,
TXN0035025,Partially Reconciled,PO0044990,2023-05-21,,
TXN0035026,Reconciled,,2024-07-13,2024-01-14,
TXN0035027,Reconciled,,2023-06-14,,
TXN0035028,Pending Reconciliation,,,,Amount mismatch
TXN0035029,Partially Reconciled,PO0002759,2024-12-24,2024-09-28,
TXN0035030,Reconciled,PO0045952,2025-12-08,2025-09-29,
TXN0035031,Partially Reconciled,,2024-01-27,,
TXN0035032,Reconciled,PO0009653,2024-05-12,2023-01-31,
TXN0035033,Partially Reconciled,,2023-11-06,2024-03-30,
TXN0035034,Reconciled,PO0022810,2024-02-12,2025-10-03,
TXN0035035,Partially Reconciled,PO0020239,2025-11-03,2025-10-03,
TXN0035036,Partially Reconciled,PO0050383,2025-06-24,,
TXN0035037,Reconciled,,2025-04-08,2024-02-28,
TXN0035038,Partially Reconciled,,2024-06-27,,
TXN0035039,Reconciled,PO0040086,2023-10-11,2025-03-10,
TXN0035040,Unreconciled,,,,Awaiting vendor documentation
TXN0035041,Pending Reconciliation,,,2025-10-03,
TXN0035042,Unreconciled,,,,Pending bank confirmation
TXN0035043,Reconciled,,2024-01-07,2024-01-30,
TXN0035044,Reconciled,,2025-07-24,2023-02-13,
TXN0035045,Partially Reconciled,PO0064546,2023-04-12,,
TXN0035046,Pending Reconciliation,,,,
TXN0035047,Partially Reconciled,,2024-05-05,,
TXN0035048,Reconciled,,2025-10-21,2025-04-09,
TXN0035049,Unreconciled,,,2024-03-01,Missing supporting documents
TXN0035050,Pending Reconciliation,,,2025-06-27,Missing supporting documents
TXN0035051,Unreconciled,,,2023-08-17,
TXN0035052,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0035053,Reconciled,PO0017812,2024-06-01,,
TXN0035054,Partially Reconciled,PO0010082,2025-05-06,,
TXN0035055,Unreconciled,,,2025-11-14,
TXN0035056,Reconciled,PO0025367,2025-02-22,2023-10-19,
TXN0035057,Reconciled,PO0066356,2024-07-17,,
TXN0035058,Partially Reconciled,PO0036239,2025-04-06,,
TXN0035059,Reconciled,,2025-05-17,2025-09-19,
TXN0035060,Reconciled,,2025-10-24,,
TXN0035061,Unreconciled,,,2025-07-02,
TXN0035062,Unreconciled,,,2023-02-27,Amount mismatch
TXN0035063,Reconciled,PO0035768,2023-08-09,,
TXN0035064,Reconciled,PO0020719,2025-05-19,2024-02-08,
TXN0035065,Pending Reconciliation,,,2025-09-22,Pending bank confirmation
TXN0035066,Unreconciled,,,2025-11-30,
TXN0035067,Reconciled,,2025-03-27,,
TXN0035068,Reconciled,,2023-03-09,,
TXN0035069,Partially Reconciled,,2024-09-16,2023-03-21,
TXN0035070,Partially Reconciled,,2024-09-03,,
TXN0035071,Partially Reconciled,PO0066713,2025-09-28,,
TXN0035072,Pending Reconciliation,,,2025-01-07,Pending bank confirmation
TXN0035073,Pending Reconciliation,,,2025-08-27,
TXN0035074,Pending Reconciliation,,,,Pending bank confirmation
TXN0035075,Partially Reconciled,PO0054435,2025-06-01,2025-03-29,
TXN0035076,Pending Reconciliation,,,2025-02-28,Awaiting vendor documentation
TXN0035077,Partially Reconciled,PO0080675,2023-01-05,,
TXN0035078,Partially Reconciled,PO0089466,2023-10-12,,
TXN0035079,Unreconciled,,,2025-12-14,
TXN0035080,Reconciled,PO0056863,2024-03-26,2023-04-24,
TXN0035081,Reconciled,PO0043776,2024-07-16,2024-07-12,
TXN0035082,Reconciled,,2025-10-17,,
TXN0035083,Reconciled,PO0030159,2025-11-09,2024-06-07,
TXN0035084,Unreconciled,,,2023-06-15,
TXN0035085,Partially Reconciled,PO0024255,2024-12-21,2023-09-02,
TXN0035086,Reconciled,,2025-06-06,,
TXN0035087,Reconciled,PO0023267,2025-11-26,,
TXN0035088,Unreconciled,,,2023-04-02,Pending bank confirmation
TXN0035089,Reconciled,PO0001284,2024-12-29,2023-05-19,
TXN0035090,Reconciled,PO0046101,2025-10-28,,
TXN0035091,Partially Reconciled,PO0001084,2025-02-01,2023-02-18,
TXN0035092,Reconciled,PO0064527,2023-01-15,2025-08-13,
TXN0035093,Pending Reconciliation,,,2025-01-31,Amount mismatch
TXN0035094,Unreconciled,,,2023-04-08,Awaiting vendor documentation
TXN0035095,Unreconciled,,,2025-11-01,
TXN0035096,Partially Reconciled,,2024-07-22,2024-06-06,
TXN0035097,Pending Reconciliation,,,,Missing supporting documents
TXN0035098,Reconciled,PO0086403,2024-04-27,2025-04-18,
TXN0035099,Reconciled,PO0011540,2024-08-03,,
TXN0035100,Reconciled,PO0086497,2025-09-18,2023-03-27,
TXN0035101,Partially Reconciled,PO0092876,2023-03-11,2025-03-14,
TXN0035102,Partially Reconciled,,2023-06-18,,
TXN0035103,Partially Reconciled,,2023-12-01,2024-03-31,
TXN0035104,Partially Reconciled,PO0079881,2023-08-07,2023-05-13,
TXN0035105,Pending Reconciliation,,,2025-09-22,
TXN0035106,Reconciled,,2025-01-24,,
TXN0035107,Reconciled,PO0034315,2023-11-20,2023-12-05,
TXN0035108,Partially Reconciled,,2023-09-18,2025-01-24,
TXN0035109,Reconciled,PO0058472,2025-01-23,2023-04-02,
TXN0035110,Reconciled,PO0058590,2025-10-10,2024-08-01,
TXN0035111,Reconciled,PO0020412,2024-09-06,2024-07-18,
TXN0035112,Reconciled,PO0030803,2023-02-11,,
TXN0035113,Reconciled,PO0012641,2024-01-26,2023-11-27,
TXN0035114,Reconciled,PO0095877,2025-04-07,,
TXN0035115,Reconciled,PO0047609,2024-02-07,2024-09-12,
TXN0035116,Pending Reconciliation,,,2025-09-05,
TXN0035117,Partially Reconciled,,2025-05-24,,
TXN0035118,Partially Reconciled,,2024-12-16,,
TXN0035119,Reconciled,,2025-02-23,2024-09-19,
TXN0035120,Unreconciled,,,,Pending bank confirmation
TXN0035121,Pending Reconciliation,,,,
TXN0035122,Reconciled,PO0066420,2025-01-12,2024-06-01,
TXN0035123,Reconciled,,2024-01-01,,
TXN0035124,Unreconciled,,,2023-12-21,Awaiting vendor documentation
TXN0035125,Reconciled,PO0049091,2024-06-04,2024-11-17,
TXN0035126,Pending Reconciliation,,,,Amount mismatch
TXN0035127,Reconciled,PO0060398,2025-12-11,2023-10-05,
TXN0035128,Unreconciled,,,2025-06-24,
TXN0035129,Unreconciled,,,2024-03-07,Awaiting vendor documentation
TXN0035130,Reconciled,PO0095175,2025-10-27,,
TXN0035131,Partially Reconciled,PO0008618,2023-12-08,2024-05-01,
TXN0035132,Pending Reconciliation,,,,
TXN0035133,Reconciled,PO0033091,2025-02-15,2023-02-09,
TXN0035134,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0035135,Partially Reconciled,,2024-04-03,,
TXN0035136,Pending Reconciliation,,,2025-01-07,
TXN0035137,Pending Reconciliation,,,2023-07-14,Pending bank confirmation
TXN0035138,Reconciled,,2024-07-20,,
TXN0035139,Pending Reconciliation,,,,
TXN0035140,Reconciled,,2025-11-15,2025-11-09,
TXN0035141,Partially Reconciled,PO0004323,2023-09-09,,
TXN0035142,Reconciled,,2025-11-05,2023-07-21,
TXN0035143,Unreconciled,,,2025-04-08,
TXN0035144,Reconciled,PO0033207,2023-12-31,2024-05-02,
TXN0035145,Reconciled,PO0014264,2025-05-09,,
TXN0035146,Unreconciled,,,2023-01-22,
TXN0035147,Reconciled,,2025-10-19,,
TXN0035148,Reconciled,PO0007524,2024-05-14,2023-11-18,
TXN0035149,Reconciled,PO0002114,2025-08-15,,
TXN0035150,Reconciled,,2024-12-13,2024-10-21,
TXN0035151,Partially Reconciled,PO0061263,2024-06-26,,
TXN0035152,Reconciled,PO0019488,2024-06-20,,
TXN0035153,Reconciled,PO0070903,2025-04-27,2025-07-22,
TXN0035154,Partially Reconciled,,2023-12-23,2025-07-03,
TXN0035155,Reconciled,PO0053548,2024-06-03,,
TXN0035156,Partially Reconciled,,2025-10-25,,
TXN0035157,Reconciled,,2023-07-06,,
TXN0035158,Reconciled,,2024-11-04,,
TXN0035159,Partially Reconciled,,2023-06-01,2025-08-31,
TXN0035160,Partially Reconciled,PO0036946,2023-10-05,,
TXN0035161,Partially Reconciled,,2025-04-15,,
TXN0035162,Unreconciled,,,,Pending bank confirmation
TXN0035163,Reconciled,PO0055118,2024-12-30,,
TXN0035164,Partially Reconciled,PO0047920,2024-05-21,2025-07-15,
TXN0035165,Partially Reconciled,,2024-07-31,2024-09-01,
TXN0035166,Reconciled,PO0029825,2025-04-30,,
TXN0035167,Partially Reconciled,PO0040099,2023-05-07,2025-01-15,
TXN0035168,Reconciled,PO0033315,2025-11-26,,
TXN0035169,Reconciled,PO0067239,2025-02-14,2023-08-02,
TXN0035170,Partially Reconciled,PO0030343,2023-02-09,2024-02-22,
TXN0035171,Partially Reconciled,,2023-06-04,2025-06-05,
TXN0035172,Unreconciled,,,2024-04-10,Pending bank confirmation
TXN0035173,Reconciled,,2024-04-20,2024-11-19,
TXN0035174,Partially Reconciled,,2023-12-15,,
TXN0035175,Reconciled,PO0035026,2024-05-11,2025-02-15,
TXN0035176,Reconciled,PO0095300,2023-11-23,2025-09-30,
TXN0035177,Reconciled,,2023-01-06,2024-11-09,
TXN0035178,Partially Reconciled,PO0036563,2024-01-20,2025-06-09,
TXN0035179,Pending Reconciliation,,,2023-07-11,Awaiting vendor documentation
TXN0035180,Partially Reconciled,PO0045226,2023-02-26,2023-05-06,
TXN0035181,Partially Reconciled,PO0031468,2023-02-13,,
TXN0035182,Reconciled,PO0070409,2025-10-23,2025-09-15,
TXN0035183,Reconciled,PO0009499,2024-03-15,2025-01-19,
TXN0035184,Partially Reconciled,PO0060033,2024-02-13,,
TXN0035185,Reconciled,PO0058706,2023-01-12,2025-01-22,
TXN0035186,Reconciled,,2025-05-08,2023-11-12,
TXN0035187,Reconciled,PO0055883,2024-07-30,2025-05-06,
TXN0035188,Partially Reconciled,,2025-11-14,2023-05-25,
TXN0035189,Reconciled,PO0050267,2025-11-06,2024-12-08,
TXN0035190,Pending Reconciliation,,,2025-08-12,Awaiting vendor documentation
TXN0035191,Unreconciled,,,,Amount mismatch
TXN0035192,Partially Reconciled,PO0033649,2025-09-29,,
TXN0035193,Reconciled,PO0059674,2025-01-22,2024-04-17,
TXN0035194,Reconciled,,2024-07-18,2024-10-31,
TXN0035195,Pending Reconciliation,,,,
TXN0035196,Reconciled,PO0023489,2023-07-19,2023-06-02,
TXN0035197,Reconciled,PO0025558,2024-08-31,2025-08-15,
TXN0035198,Partially Reconciled,,2025-08-26,,
TXN0035199,Partially Reconciled,,2023-04-16,2025-11-30,
TXN0035200,Pending Reconciliation,,,2025-02-06,Missing supporting documents
TXN0035201,Reconciled,PO0039296,2023-07-12,,
TXN0035202,Reconciled,PO0024063,2023-05-04,2025-02-27,
TXN0035203,Reconciled,,2024-01-03,2023-08-15,
TXN0035204,Pending Reconciliation,,,2023-09-09,Missing supporting documents
TXN0035205,Reconciled,PO0091111,2025-09-26,,
TXN0035206,Reconciled,PO0033716,2025-07-30,2023-04-02,
TXN0035207,Partially Reconciled,,2023-03-08,2023-09-06,
TXN0035208,Reconciled,PO0047991,2025-03-24,,
TXN0035209,Reconciled,PO0080003,2025-06-13,2023-11-29,
TXN0035210,Reconciled,PO0058705,2025-11-29,,
TXN0035211,Reconciled,PO0053250,2023-09-19,2023-10-15,
TXN0035212,Pending Reconciliation,,,2025-03-31,Amount mismatch
TXN0035213,Unreconciled,,,,Awaiting vendor documentation
TXN0035214,Partially Reconciled,,2025-10-13,2024-09-08,
TXN0035215,Partially Reconciled,PO0013072,2023-10-24,,
TXN0035216,Unreconciled,,,,Amount mismatch
TXN0035217,Unreconciled,,,,Amount mismatch
TXN0035218,Pending Reconciliation,,,,Pending bank confirmation
TXN0035219,Pending Reconciliation,,,2023-04-12,Amount mismatch
TXN0035220,Unreconciled,,,2023-08-26,
TXN0035221,Reconciled,PO0060693,2025-08-07,2025-05-14,
TXN0035222,Reconciled,,2023-04-21,2023-11-30,
TXN0035223,Reconciled,,2025-06-19,,
TXN0035224,Reconciled,,2025-07-10,2025-09-18,
TXN0035225,Partially Reconciled,,2025-03-01,,
TXN0035226,Reconciled,PO0095677,2024-10-25,2025-07-24,
TXN0035227,Reconciled,PO0022309,2023-03-04,,
TXN0035228,Reconciled,PO0078662,2023-11-16,2024-07-01,
TXN0035229,Reconciled,PO0087827,2025-03-14,2024-04-30,
TXN0035230,Pending Reconciliation,,,2024-02-26,
TXN0035231,Partially Reconciled,PO0054272,2023-02-28,2024-09-08,
TXN0035232,Reconciled,PO0026212,2024-12-04,2024-05-18,
TXN0035233,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0035234,Reconciled,,2023-02-22,2025-05-10,
TXN0035235,Partially Reconciled,PO0032850,2024-04-18,2024-07-01,
TXN0035236,Partially Reconciled,,2023-04-03,,
TXN0035237,Reconciled,PO0047713,2023-10-28,2025-05-21,
TXN0035238,Reconciled,PO0097325,2024-03-30,2025-11-04,
TXN0035239,Reconciled,PO0086765,2023-10-18,2025-11-14,
TXN0035240,Unreconciled,,,,
TXN0035241,Reconciled,PO0013684,2023-12-04,2025-01-17,
TXN0035242,Partially Reconciled,,2025-03-05,,
TXN0035243,Reconciled,,2024-01-15,2024-10-02,
TXN0035244,Partially Reconciled,,2023-03-16,,
TXN0035245,Reconciled,PO0043229,2025-08-19,,
TXN0035246,Unreconciled,,,,Amount mismatch
TXN0035247,Reconciled,,2024-04-21,,
TXN0035248,Reconciled,PO0047619,2024-03-06,,
TXN0035249,Unreconciled,,,2025-09-10,Pending bank confirmation
TXN0035250,Reconciled,,2025-02-02,2024-05-09,
TXN0035251,Pending Reconciliation,,,,Missing supporting documents
TXN0035252,Reconciled,PO0058251,2024-02-29,,
TXN0035253,Partially Reconciled,PO0051687,2025-03-07,2024-05-17,
TXN0035254,Partially Reconciled,PO0035474,2023-12-17,2025-05-26,
TXN0035255,Reconciled,,2024-01-23,2023-09-24,
TXN0035256,Reconciled,PO0020045,2025-06-21,2024-07-05,
TXN0035257,Partially Reconciled,,2024-06-06,,
TXN0035258,Partially Reconciled,PO0043792,2024-06-08,2023-05-12,
TXN0035259,Unreconciled,,,,Missing supporting documents
TXN0035260,Partially Reconciled,,2024-01-09,2023-03-27,
TXN0035261,Partially Reconciled,PO0054038,2025-11-21,,
TXN0035262,Reconciled,,2023-08-01,2025-08-24,
TXN0035263,Unreconciled,,,2025-12-20,Amount mismatch
TXN0035264,Partially Reconciled,,2025-04-09,2023-10-23,
TXN0035265,Partially Reconciled,PO0046622,2023-11-15,2024-10-30,
TXN0035266,Reconciled,PO0010439,2025-02-23,,
TXN0035267,Pending Reconciliation,,,2023-02-19,Amount mismatch
TXN0035268,Reconciled,PO0024368,2024-01-03,,
TXN0035269,Reconciled,PO0041534,2023-05-29,2024-03-02,
TXN0035270,Partially Reconciled,,2025-11-18,,
TXN0035271,Partially Reconciled,,2024-11-24,,
TXN0035272,Reconciled,PO0045692,2025-12-29,2025-09-07,
TXN0035273,Partially Reconciled,,2024-04-14,2024-09-24,
TXN0035274,Reconciled,PO0084481,2024-07-22,,
TXN0035275,Reconciled,PO0074661,2023-04-02,2024-12-21,
TXN0035276,Reconciled,,2025-01-05,,
TXN0035277,Reconciled,PO0011431,2024-03-06,,
TXN0035278,Partially Reconciled,,2024-03-11,2025-04-13,
TXN0035279,Reconciled,PO0007146,2024-02-23,2025-03-22,
TXN0035280,Partially Reconciled,PO0036389,2025-12-04,2023-07-18,
TXN0035281,Reconciled,,2023-05-18,2023-03-10,
TXN0035282,Partially Reconciled,,2025-08-07,,
TXN0035283,Reconciled,PO0053227,2023-03-23,2025-12-12,
TXN0035284,Partially Reconciled,,2023-04-28,,
TXN0035285,Partially Reconciled,PO0043829,2023-06-19,2023-06-30,
TXN0035286,Reconciled,PO0004216,2025-02-27,2025-11-16,
TXN0035287,Partially Reconciled,PO0071289,2023-10-24,,
TXN0035288,Reconciled,PO0091977,2025-01-08,,
TXN0035289,Partially Reconciled,,2024-05-12,,
TXN0035290,Partially Reconciled,PO0067038,2023-04-13,,
TXN0035291,Reconciled,,2023-11-24,2023-04-11,
TXN0035292,Reconciled,PO0068335,2024-05-14,,
TXN0035293,Reconciled,PO0070935,2024-01-16,2025-01-30,
TXN0035294,Unreconciled,,,,Missing supporting documents
TXN0035295,Reconciled,PO0079865,2025-03-08,2023-01-08,
TXN0035296,Reconciled,,2024-03-18,,
TXN0035297,Reconciled,PO0079873,2024-05-20,2023-05-30,
TXN0035298,Reconciled,,2025-05-17,,
TXN0035299,Pending Reconciliation,,,,
TXN0035300,Reconciled,PO0004209,2023-04-06,,
TXN0035301,Reconciled,PO0001812,2024-01-20,,
TXN0035302,Reconciled,PO0044454,2025-09-16,2024-03-16,
TXN0035303,Unreconciled,,,,
TXN0035304,Partially Reconciled,PO0087431,2024-08-09,,
TXN0035305,Reconciled,,2025-02-02,2025-01-29,
TXN0035306,Partially Reconciled,,2025-09-03,,
TXN0035307,Pending Reconciliation,,,2025-04-20,
TXN0035308,Partially Reconciled,,2024-02-05,2024-05-27,
TXN0035309,Unreconciled,,,2023-11-17,Missing supporting documents
TXN0035310,Reconciled,,2025-03-01,,
TXN0035311,Reconciled,,2024-03-19,2025-02-26,
TXN0035312,Partially Reconciled,PO0026045,2024-09-10,2025-03-31,
TXN0035313,Partially Reconciled,PO0070196,2023-12-11,2025-03-25,
TXN0035314,Partially Reconciled,,2025-09-28,2024-07-07,
TXN0035315,Reconciled,PO0074094,2024-07-13,,
TXN0035316,Partially Reconciled,PO0004741,2025-08-27,,
TXN0035317,Unreconciled,,,2024-06-27,Missing supporting documents
TXN0035318,Reconciled,PO0098953,2025-07-20,,
TXN0035319,Reconciled,,2025-09-30,,
TXN0035320,Pending Reconciliation,,,2024-08-18,Pending bank confirmation
TXN0035321,Reconciled,,2025-05-03,2023-01-13,
TXN0035322,Reconciled,,2024-10-20,,
TXN0035323,Unreconciled,,,2024-03-23,
TXN0035324,Pending Reconciliation,,,2025-09-17,
TXN0035325,Reconciled,PO0088509,2025-10-05,2024-08-10,
TXN0035326,Pending Reconciliation,,,2023-10-19,
TXN0035327,Reconciled,PO0091772,2024-05-27,2024-07-16,
TXN0035328,Partially Reconciled,PO0035213,2024-08-19,,
TXN0035329,Reconciled,PO0077518,2023-10-29,2024-03-05,
TXN0035330,Pending Reconciliation,,,,Amount mismatch
TXN0035331,Reconciled,,2025-03-01,2025-11-02,
TXN0035332,Reconciled,,2025-10-22,2024-07-13,
TXN0035333,Reconciled,,2024-09-20,,
TXN0035334,Reconciled,,2023-01-08,,
TXN0035335,Partially Reconciled,PO0020770,2024-12-21,,
TXN0035336,Reconciled,PO0066936,2025-08-06,2024-12-10,
TXN0035337,Reconciled,PO0032437,2025-10-09,,
TXN0035338,Unreconciled,,,2023-06-19,Awaiting vendor documentation
TXN0035339,Pending Reconciliation,,,2023-09-04,
TXN0035340,Reconciled,PO0093595,2023-06-01,2024-11-20,
TXN0035341,Reconciled,,2025-12-05,2025-05-21,
TXN0035342,Unreconciled,,,2024-02-11,Amount mismatch
TXN0035343,Reconciled,PO0092497,2024-03-05,2023-01-03,
TXN0035344,Pending Reconciliation,,,,
TXN0035345,Unreconciled,,,,
TXN0035346,Reconciled,PO0013824,2023-04-15,2023-09-02,
TXN0035347,Pending Reconciliation,,,,Pending bank confirmation
TXN0035348,Reconciled,PO0034920,2024-10-21,,
TXN0035349,Pending Reconciliation,,,,Amount mismatch
TXN0035350,Partially Reconciled,PO0098746,2024-08-26,2023-06-15,
TXN0035351,Pending Reconciliation,,,2025-05-02,Amount mismatch
TXN0035352,Reconciled,,2025-03-17,2025-11-04,
TXN0035353,Unreconciled,,,,Awaiting vendor documentation
TXN0035354,Reconciled,,2023-02-25,2023-01-07,
TXN0035355,Reconciled,,2023-02-03,2024-11-14,
TXN0035356,Partially Reconciled,PO0008591,2024-05-23,2025-05-17,
TXN0035357,Partially Reconciled,,2025-08-20,2025-07-01,
TXN0035358,Reconciled,PO0028912,2024-06-13,2023-09-12,
TXN0035359,Partially Reconciled,,2023-05-09,2023-04-16,
TXN0035360,Reconciled,PO0061588,2023-04-13,2025-07-10,
TXN0035361,Partially Reconciled,PO0035851,2024-02-16,2025-12-31,
TXN0035362,Pending Reconciliation,,,2023-04-13,Awaiting vendor documentation
TXN0035363,Partially Reconciled,,2023-07-07,2023-05-09,
TXN0035364,Unreconciled,,,2023-12-01,
TXN0035365,Partially Reconciled,PO0075289,2025-07-06,2025-02-18,
TXN0035366,Partially Reconciled,PO0068499,2024-01-25,,
TXN0035367,Partially Reconciled,,2025-03-28,2024-02-03,
TXN0035368,Reconciled,PO0050816,2023-02-14,,
TXN0035369,Reconciled,,2023-05-07,2025-07-24,
TXN0035370,Partially Reconciled,,2025-02-02,,
TXN0035371,Partially Reconciled,,2024-02-15,2024-02-16,
TXN0035372,Reconciled,PO0028150,2025-10-26,,
TXN0035373,Partially Reconciled,PO0095013,2023-01-23,2024-07-31,
TXN0035374,Reconciled,,2023-08-29,,
TXN0035375,Pending Reconciliation,,,2025-08-01,
TXN0035376,Partially Reconciled,PO0038057,2025-02-27,2025-11-13,
TXN0035377,Unreconciled,,,2024-10-29,
TXN0035378,Partially Reconciled,,2024-05-11,2024-09-18,
TXN0035379,Pending Reconciliation,,,2025-06-18,Awaiting vendor documentation
TXN0035380,Unreconciled,,,2024-08-01,Missing supporting documents
TXN0035381,Partially Reconciled,PO0069719,2025-01-28,,
TXN0035382,Reconciled,,2024-01-19,2024-11-09,
TXN0035383,Reconciled,PO0098000,2025-06-06,2024-05-20,
TXN0035384,Reconciled,PO0054604,2025-06-23,,
TXN0035385,Reconciled,,2025-10-05,,
TXN0035386,Partially Reconciled,PO0033626,2025-07-10,,
TXN0035387,Reconciled,,2023-03-02,,
TXN0035388,Reconciled,,2023-09-26,,
TXN0035389,Reconciled,PO0085060,2025-02-11,,
TXN0035390,Reconciled,PO0025696,2024-06-26,2025-11-11,
TXN0035391,Pending Reconciliation,,,2023-09-04,
TXN0035392,Reconciled,,2025-08-16,2024-08-13,
TXN0035393,Reconciled,PO0012543,2025-05-24,,
TXN0035394,Reconciled,PO0069087,2024-01-17,,
TXN0035395,Partially Reconciled,,2025-04-18,2024-07-17,
TXN0035396,Unreconciled,,,,Awaiting vendor documentation
TXN0035397,Reconciled,PO0063881,2023-05-26,2023-03-18,
TXN0035398,Partially Reconciled,,2025-10-27,2023-01-29,
TXN0035399,Reconciled,PO0076557,2024-06-22,2025-03-05,
TXN0035400,Unreconciled,,,,
